Top pages	Clicks	Impressions	CTR	Position
https://www.curify-ai.com/zh/nano-banana-pro-prompts/1927	1	3	33.33%	3
https://www.curify-ai.com/zh/blog/voice-cloning-tools	1	3	33.33%	5
https://www.curify-ai.com/de/nano-banana-pro-prompts/1310	1	3	33.33%	5.33
https://www.curify-ai.com/en/nano-banana-pro-prompts/179	1	3	33.33%	7.33
https://www.curify-ai.com/en/nano-banana-pro-prompts/168	1	3	33.33%	8.67
https://www.curify-ai.com/nano-template/template-word-scene/example/template-word-scene-doctor-hospital	1	3	33.33%	14.67
https://curify-ai.com/zh/nano-banana-pro-prompts/3866	1	3	33.33%	27.67
https://www.curify-ai.com/es/nano-banana-pro-prompts/4187	1	2	50%	1.5
https://www.curify-ai.com/ru/nano-banana-pro-prompts/4262	1	2	50%	2
https://www.curify-ai.com/ru/nano-banana-pro-prompts/684	1	2	50%	2
https://www.curify-ai.com/fr/nano-banana-pro-prompts/3876	1	2	50%	5
https://www.curify-ai.com/tr/nano-banana-pro-prompts/2732	1	2	50%	5.5
https://www.curify-ai.com/es/nano-banana-pro-prompts/2704	1	2	50%	6
https://curify-ai.com/zh/nano-banana-pro-prompts/2102	1	2	50%	6.5
https://www.curify-ai.com/en/nano-banana-pro-prompts/3041	1	2	50%	6.5
https://www.curify-ai.com/ja/nano-banana-pro-prompts/4050	1	2	50%	6.5
https://www.curify-ai.com/de/nano-banana-pro-prompts/1859	1	2	50%	7
https://www.curify-ai.com/ko/nano-banana-pro-prompts/3041	1	2	50%	7.5
https://www.curify-ai.com/hi/nano-template/template-character-zh	1	2	50%	8
https://www.curify-ai.com/en/nano-banana-pro-prompts/3677	1	2	50%	9
https://curify-ai.com/zh/nano-banana-pro-prompts/706	1	2	50%	11
https://curify-ai.com/ja/nano-banana-pro-prompts/1184	1	2	50%	11.5
https://curify-ai.com/ko/nano-banana-pro-prompts/2926	1	1	100%	1
https://curify-ai.com/ru/nano-banana-pro-prompts/2991	1	1	100%	1
https://curify-ai.com/ru/nano-banana-pro-prompts/3835	1	1	100%	1
https://www.curify-ai.com/zh/nano-template/mbti-generic	1	1	100%	1
https://curify-ai.com/en/nano-banana-pro-prompts/2127	1	1	100%	2
https://www.curify-ai.com/en/nano-banana-pro-prompts/5	1	1	100%	2
https://www.curify-ai.com/zh/nano-template/template-hot-event-analysis-zh	1	1	100%	2
https://curify-ai.com/zh/nano-banana-pro-prompts/2739	1	1	100%	4
https://www.curify-ai.com/ko/nano-banana-pro-prompts/2249	1	1	100%	4
https://curify-ai.com/es/nano-banana-pro-prompts/126	1	1	100%	10
https://www.curify-ai.com/es/nano-banana-pro-prompts/1543	1	1	100%	12
https://www.curify-ai.com/blog/what-is-voice-cloning	0	95	0%	36.08
https://www.curify-ai.com/zh/blog/ae-vs-comfyui	0	74	0%	6.59
https://www.curify-ai.com/en/nano-banana-pro-prompts	0	68	0%	7.09
https://www.curify-ai.com/es/blog/what-is-voice-cloning	0	56	0%	8.93
https://curify-ai.com/en/blog/ae-vs-comfyui	0	52	0%	9.96
https://www.curify-ai.com/zh/nano-banana-pro-prompts/156	0	51	0%	9.35
https://www.curify-ai.com/blog/voice-cloning-tools	0	46	0%	5.93
https://curify-ai.com/es/nano-banana-pro-prompts/3	0	44	0%	4.86
https://www.curify-ai.com/blog/creative-ai-tools-websites	0	43	0%	7.14
https://www.curify-ai.com/zh/blog/storyboard-labeling	0	40	0%	21.43
https://curify-ai.com/ko/nano-banana-pro-prompts/126	0	36	0%	6.14
https://www.curify-ai.com/zh/nano-banana-pro-prompts/25	0	33	0%	10.39
https://curify-ai.com/zh/nano-banana-pro-prompts/156	0	32	0%	7.53
https://www.curify-ai.com/blog/evolution-timelines-visualization	0	30	0%	10.7
https://www.curify-ai.com/blog/video-enhancement	0	25	0%	4.76
https://curify-ai.com/en/nano-banana-pro-prompts/1146	0	24	0%	6.5
https://curify-ai.com/en/nano-banana-pro-prompts/1076	0	23	0%	5.35
https://curify-ai.com/de/nano-banana-pro-prompts/2429	0	23	0%	7.57
https://www.curify-ai.com/zh/nano-template/education-zh	0	23	0%	9
https://www.curify-ai.com/blog/chinese-costume-history-infographic	0	21	0%	6.14
https://www.curify-ai.com/hi/blog/what-is-voice-cloning	0	21	0%	8.81
https://www.curify-ai.com/hi/tools/video-dubbing	0	21	0%	15.52
https://curify-ai.com/fr/nano-banana-pro-prompts/2122	0	20	0%	9.25
https://www.curify-ai.com/tr/tools/video-dubbing	0	20	0%	37.65
https://curify-ai.com/tr/nano-banana-pro-prompts/4106	0	18	0%	3.33
https://www.curify-ai.com/en/nano-banana-pro-prompts/76	0	18	0%	6.06
https://www.curify-ai.com/zh/nano-template/what-if-history	0	18	0%	16.39
https://www.curify-ai.com/es/blog/translate-youtube-video	0	18	0%	49.67
https://curify-ai.com/en/contact	0	16	0%	4.81
https://www.curify-ai.com/hi/nano-banana-pro-prompts/1190	0	16	0%	5.25
https://www.curify-ai.com/en/nano-banana-pro-prompts/1190	0	16	0%	6.44
https://curify-ai.com/ko/nano-banana-pro-prompts/39	0	16	0%	9.12
https://www.curify-ai.com/ko/blog/ai-youtube-video-translator	0	16	0%	9.62
https://curify-ai.com/zh/contact	0	15	0%	8.2
https://www.curify-ai.com/ko/about	0	14	0%	4.36
https://www.curify-ai.com/en/nano-banana-pro-prompts/126	0	14	0%	4.57
https://www.curify-ai.com/en/nano-banana-pro-prompts/61	0	14	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/3821	0	14	0%	6.57
https://curify-ai.com/de/nano-banana-pro-prompts/1980	0	14	0%	7
https://curify-ai.com/de/nano-banana-pro-prompts/219	0	14	0%	7.43
https://www.curify-ai.com/blog/chinese-herbal-medicine-visual-guide	0	14	0%	8.93
https://www.curify-ai.com/fr/blog/translate-youtube-video	0	14	0%	55.36
https://www.curify-ai.com/en/contact	0	13	0%	3
https://www.curify-ai.com/en/nano-banana-pro-prompts/4316	0	13	0%	4.08
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-ai-en-claude-infj	0	13	0%	7.77
https://curify-ai.com/zh/nano-banana-pro-prompts/154	0	12	0%	2.17
https://curify-ai.com/hi/agreement	0	12	0%	2.5
https://curify-ai.com/en/nano-banana-pro-prompts/601	0	12	0%	5.33
https://www.curify-ai.com/zh/blog/chinese-costume-history-infographic	0	12	0%	5.58
https://curify-ai.com/en/nano-banana-pro-prompts/1184	0	12	0%	6.75
https://www.curify-ai.com/en/nano-banana-pro-prompts/411	0	12	0%	6.92
https://www.curify-ai.com/zh/nano-banana-pro-prompts/762	0	12	0%	8
https://www.curify-ai.com/es/blog/ai-youtube-video-translator	0	12	0%	8.17
https://www.curify-ai.com/ja/bilingual-subtitles	0	11	0%	3.18
https://www.curify-ai.com/es/nano-banana-pro-prompts/3892	0	11	0%	3.27
https://curify-ai.com/de/nano-banana-pro-prompts/3994	0	11	0%	4
https://www.curify-ai.com/zh/nano-banana-pro-prompts/2888	0	11	0%	5.27
https://www.curify-ai.com/hi/nano-banana-pro-prompts/4006	0	11	0%	5.82
https://www.curify-ai.com/en/nano-banana-pro-prompts/3416	0	11	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/2184	0	11	0%	6.55
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-ai-en-gemini-entp	0	11	0%	7.27
https://www.curify-ai.com/ru/blog/translate-youtube-video	0	11	0%	13.64
https://curify-ai.com/tr/nano-banana-pro-prompts/2464	0	11	0%	13.73
https://www.curify-ai.com/hi/privacy	0	10	0%	4.2
https://www.curify-ai.com/en/blog	0	10	0%	5.8
https://www.curify-ai.com/en/nano-banana-pro-prompts/625	0	10	0%	6.4
https://www.curify-ai.com/zh/nano-banana-pro-prompts/3548	0	10	0%	7
https://curify-ai.com/tr/nano-banana-pro-prompts/190	0	10	0%	7.9
https://www.curify-ai.com/en/nano-banana-pro-prompts/2991	0	10	0%	9.8
https://curify-ai.com/zh/bilingual-subtitles	0	10	0%	21.2
https://www.curify-ai.com/fr/tools/video-dubbing	0	10	0%	54
https://www.curify-ai.com/en/nano-banana-pro-prompts/2613	0	9	0%	3.11
https://www.curify-ai.com/en/nano-banana-pro-prompts/2422	0	9	0%	4.67
https://www.curify-ai.com/zh/nano-template/recipe-zh	0	9	0%	4.67
https://curify-ai.com/en/nano-banana-pro-prompts/3702	0	9	0%	5.33
https://curify-ai.com/en/nano-banana-pro-prompts/142	0	9	0%	6.78
https://curify-ai.com/de/nano-banana-pro-prompts/1123	0	9	0%	7.33
https://www.curify-ai.com/en/nano-banana-pro-prompts/471	0	9	0%	7.44
https://curify-ai.com/ja/nano-banana-pro-prompts/3892	0	9	0%	7.56
https://www.curify-ai.com/es/blog/how-to-translate-asl-video	0	9	0%	7.89
https://www.curify-ai.com/en/nano-banana-pro-prompts/3548	0	9	0%	8.11
https://www.curify-ai.com/ja/nano-banana-pro-prompts	0	9	0%	8.11
https://www.curify-ai.com/zh	0	9	0%	8.56
https://curify-ai.com/zh/nano-banana-pro-prompts/25	0	9	0%	8.78
https://www.curify-ai.com/de/nano-banana-pro-prompts/2601	0	8	0%	1.38
https://www.curify-ai.com/es/nano-banana-pro-prompts/516	0	8	0%	3.12
https://www.curify-ai.com/en/nano-template/what-if-history	0	8	0%	3.5
https://www.curify-ai.com/en/nano-template/portrait-retouching-blueprint	0	8	0%	3.75
https://www.curify-ai.com/blog/ai-youtube-video-translator	0	8	0%	4.25
https://www.curify-ai.com/ko/nano-banana-pro-prompts/3900	0	8	0%	4.62
https://www.curify-ai.com/en/inspiration-hub	0	8	0%	4.88
https://www.curify-ai.com/fr/nano-banana-pro-prompts/689	0	8	0%	4.88
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-Marvel-TChalla-Wanda-Vision-Clint	0	8	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/3702	0	8	0%	6.62
https://www.curify-ai.com/en/nano-template/word-scene	0	8	0%	7.12
https://www.curify-ai.com/zh/nano-banana-pro-prompts	0	8	0%	7.38
https://www.curify-ai.com/en/nano-banana-pro-prompts/1250	0	8	0%	8.38
https://www.curify-ai.com/hi/nano-banana-pro-prompts/2567	0	8	0%	8.62
https://www.curify-ai.com/ru/blog/f5-tts-voice-cloning	0	8	0%	8.62
https://curify-ai.com/tr/nano-banana-pro-prompts/3663	0	8	0%	9.62
https://curify-ai.com/es/nano-banana-pro-prompts/1076	0	8	0%	10.5
https://curify-ai.com/fr/nano-banana-pro-prompts/2798	0	7	0%	1
https://www.curify-ai.com/de/nano-banana-pro-prompts/2457	0	7	0%	2.86
https://www.curify-ai.com/en/nano-banana-pro-prompts/1108	0	7	0%	2.86
https://www.curify-ai.com/de/nano-banana-pro-prompts/1298	0	7	0%	3
https://www.curify-ai.com/en/nano-banana-pro-prompts/1107	0	7	0%	3.57
https://curify-ai.com/en/nano-banana-pro-prompts/135	0	7	0%	3.71
https://www.curify-ai.com/ko/bilingual-subtitles	0	7	0%	3.71
https://www.curify-ai.com/en/nano-banana-pro-prompts/2911	0	7	0%	3.86
https://www.curify-ai.com/en/nano-banana-pro-prompts/3192	0	7	0%	4.29
https://www.curify-ai.com/ru/nano-banana-pro-prompts/2489	0	7	0%	4.43
https://www.curify-ai.com/en/nano-banana-pro-prompts/3020	0	7	0%	4.86
https://www.curify-ai.com/zh/tools	0	7	0%	4.86
https://curify-ai.com/ko/nano-banana-pro-prompts/5	0	7	0%	5.14
https://www.curify-ai.com/en/nano-banana-pro-prompts/1026	0	7	0%	5.57
https://www.curify-ai.com/en/nano-banana-pro-prompts/2772	0	7	0%	6.29
https://www.curify-ai.com/en/nano-template/species-science-zh	0	7	0%	6.43
https://www.curify-ai.com/en/nano-banana-pro-prompts/2025	0	7	0%	6.57
https://www.curify-ai.com/en/nano-template/architecture	0	7	0%	6.57
https://www.curify-ai.com/tr/nano-banana-pro-prompts/2934	0	7	0%	6.57
https://www.curify-ai.com/ru/nano-banana-pro-prompts/1153	0	7	0%	6.71
https://curify-ai.com/en/nano-banana-pro-prompts/2636	0	7	0%	7.14
https://curify-ai.com/ja/blog/ae-vs-comfyui	0	7	0%	7.29
https://www.curify-ai.com/zh/nano-template/template-word-scene	0	7	0%	7.57
https://www.curify-ai.com/zh/nano-banana-pro-prompts/711	0	7	0%	7.86
https://curify-ai.com/de/nano-banana-pro-prompts/2780	0	7	0%	8.29
https://www.curify-ai.com/zh/nano-template/template-costume-zh	0	7	0%	8.29
https://www.curify-ai.com/ko/blog/f5-tts-voice-cloning	0	7	0%	8.86
https://www.curify-ai.com/hi/nano-banana-pro-prompts/1489	0	6	0%	2.33
https://www.curify-ai.com/de/bilingual-subtitles	0	6	0%	3.5
https://curify-ai.com/tr/nano-banana-pro-prompts/2042	0	6	0%	3.67
https://www.curify-ai.com/de/nano-banana-pro-prompts/1107	0	6	0%	4.17
https://www.curify-ai.com/en/nano-banana-pro-prompts/1334	0	6	0%	4.17
https://www.curify-ai.com/en/nano-banana-pro-prompts/1007	0	6	0%	4.33
https://www.curify-ai.com/nano-template/template-mbti-generic/example/template-mbti-generic-friends-joey	0	6	0%	4.67
https://www.curify-ai.com/zh/nano-template/template-mbti-contrast-zh/example/template-mbti-contrast-zh-love-INFP-vs-ESTP-confession	0	6	0%	4.67
https://curify-ai.com/hi/blog/ae-vs-comfyui	0	6	0%	4.83
https://www.curify-ai.com/hi/nano-banana-pro-prompts/3101	0	6	0%	5
https://curify-ai.com/ru/nano-banana-pro-prompts/48	0	6	0%	5.17
https://www.curify-ai.com/ja/nano-banana-pro-prompts/132	0	6	0%	5.33
https://www.curify-ai.com/de/nano-banana-pro-prompts/2331	0	6	0%	5.5
https://curify-ai.com/en/nano-banana-pro-prompts/2238	0	6	0%	5.67
https://www.curify-ai.com/fr/blog/ai-youtube-video-translator	0	6	0%	5.83
https://curify-ai.com/en/nano-banana-pro-prompts/2025	0	6	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/193	0	6	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/3587	0	6	0%	6.17
https://www.curify-ai.com/en/workspace	0	6	0%	6.17
https://www.curify-ai.com/en/nano-banana-pro-prompts/3492	0	6	0%	6.33
https://www.curify-ai.com/de/nano-banana-pro-prompts/3994	0	6	0%	7
https://www.curify-ai.com/nano-banana-pro-prompts/3065	0	6	0%	7
https://www.curify-ai.com/tr/contact	0	6	0%	7.17
https://curify-ai.com/ko/nano-banana-pro-prompts/3041	0	6	0%	7.33
https://curify-ai.com/zh/nano-banana-pro-prompts/3548	0	6	0%	7.33
https://www.curify-ai.com/en/nano-banana-pro-prompts/3908	0	6	0%	7.33
https://curify-ai.com/hi/nano-banana-pro-prompts/2065	0	6	0%	7.67
https://curify-ai.com/ja/nano-banana-pro-prompts/745	0	6	0%	7.83
https://curify-ai.com/tr/nano-banana-pro-prompts/2101	0	6	0%	8.33
https://www.curify-ai.com/es/nano-banana-pro-prompts/3147	0	6	0%	8.5
https://curify-ai.com/fr/nano-banana-pro-prompts/597	0	6	0%	8.83
https://www.curify-ai.com/zh/nano-banana-pro-prompts/96	0	6	0%	9
https://curify-ai.com/en/nano-banana-pro-prompts/966	0	6	0%	9.17
https://www.curify-ai.com/tr/nano-banana-pro-prompts/1910	0	6	0%	9.33
https://curify-ai.com/ko/nano-banana-pro-prompts/2139	0	6	0%	12
https://www.curify-ai.com/fr/blog/f5-tts-voice-cloning	0	6	0%	13
https://www.curify-ai.com/es/blog/f5-tts-voice-cloning	0	6	0%	15.33
https://curify-ai.com/zh/nano-banana-pro-prompts/2652	0	6	0%	15.83
https://www.curify-ai.com/ru/blog/what-is-voice-cloning	0	6	0%	17.83
https://www.curify-ai.com/de/blog/translate-youtube-video	0	6	0%	42.67
https://www.curify-ai.com/de/nano-banana-pro-prompts/2366	0	5	0%	1.4
https://www.curify-ai.com/en/nano-banana-pro-prompts/3542	0	5	0%	3.8
https://curify-ai.com/zh/about	0	5	0%	4
https://www.curify-ai.com/en/nano-banana-pro-prompts/263	0	5	0%	4
https://curify-ai.com/tr/nano-banana-pro-prompts/2240	0	5	0%	4.2
https://www.curify-ai.com/en/nano-banana-pro-prompts/2013	0	5	0%	4.2
https://www.curify-ai.com/ja/about	0	5	0%	4.4
https://www.curify-ai.com/zh/nano-template/template-food	0	5	0%	4.4
https://curify-ai.com/ja/nano-banana-pro-prompts/2843	0	5	0%	4.6
https://www.curify-ai.com/en/nano-banana-pro-prompts/2837	0	5	0%	5.4
https://www.curify-ai.com/es/blog/video-enhancement	0	5	0%	5.6
https://www.curify-ai.com/hi/nano-banana-pro-prompts/530	0	5	0%	5.6
https://curify-ai.com/hi/nano-banana-pro-prompts/3994	0	5	0%	5.8
https://www.curify-ai.com/zh/nano-template/template-character-zh/example/template-character-zh-zhugeliang	0	5	0%	5.8
https://www.curify-ai.com/en/nano-banana-pro-prompts/275	0	5	0%	6
https://www.curify-ai.com/en/nano-banana-pro-prompts/54	0	5	0%	6
https://curify-ai.com/en/nano-banana-pro-prompts/2756	0	5	0%	6.2
https://curify-ai.com/fr/nano-banana-pro-prompts/1533	0	5	0%	6.2
https://curify-ai.com/zh/nano-banana-pro-prompts/1222	0	5	0%	6.2
https://curify-ai.com/de/nano-banana-pro-prompts/3950	0	5	0%	6.4
https://www.curify-ai.com/de/nano-banana-pro-prompts/2607	0	5	0%	6.4
https://www.curify-ai.com/zh/nano-banana-pro-prompts/2631	0	5	0%	6.4
https://www.curify-ai.com/ko/nano-banana-pro-prompts/2733	0	5	0%	6.6
https://www.curify-ai.com/tr/nano-banana-pro-prompts/2631	0	5	0%	6.6
https://www.curify-ai.com/tr/nano-banana-pro-prompts/2042	0	5	0%	6.8
https://www.curify-ai.com/zh/nano-template/template-mbti-contrast-zh	0	5	0%	6.8
https://curify-ai.com/ko/nano-banana-pro-prompts/257	0	5	0%	7
https://www.curify-ai.com/en/nano-banana-pro-prompts/3006	0	5	0%	7
https://curify-ai.com/es/nano-banana-pro-prompts/262	0	5	0%	7.2
https://www.curify-ai.com/fr/nano-banana-pro-prompts/33	0	5	0%	7.2
https://curify-ai.com/tr/nano-banana-pro-prompts/3919	0	5	0%	7.4
https://www.curify-ai.com/en/nano-template/template-costume-zh	0	5	0%	7.4
https://www.curify-ai.com/en/nano-banana-pro-prompts/2876	0	5	0%	7.6
https://www.curify-ai.com/es/nano-banana-pro-prompts/1146	0	5	0%	7.6
https://www.curify-ai.com/nano-template/template-portrait-retouching-blueprint	0	5	0%	7.6
https://www.curify-ai.com/en/nano-template/template-food	0	5	0%	7.8
https://www.curify-ai.com/ru/nano-banana-pro-prompts/204	0	5	0%	8
https://curify-ai.com/de/nano-banana-pro-prompts/1237	0	5	0%	8.2
https://curify-ai.com/de/nano-banana-pro-prompts/4306	0	5	0%	8.8
https://curify-ai.com/ko/nano-banana-pro-prompts/99	0	5	0%	8.8
https://www.curify-ai.com/en/nano-banana-pro-prompts/2455	0	5	0%	8.8
https://curify-ai.com/zh/nano-banana-pro-prompts/2212	0	5	0%	9.4
https://www.curify-ai.com/de/blog	0	5	0%	9.4
https://curify-ai.com/en/nano-banana-pro-prompts/1008	0	5	0%	9.8
https://www.curify-ai.com/en/nano-banana-pro-prompts/2292	0	5	0%	12.8
https://www.curify-ai.com/de/nano-banana-pro-prompts/2144	0	5	0%	15.8
https://curify-ai.com/en/nano-banana-pro-prompts/1983	0	5	0%	20.8
https://curify-ai.com/tr/nano-banana-pro-prompts/3292	0	5	0%	21.6
https://curify-ai.com/hi/nano-banana-pro-prompts/360	0	5	0%	25.2
https://www.curify-ai.com/ko/blog/translate-youtube-video-to-english	0	5	0%	29.6
https://www.curify-ai.com/en/nano-banana-pro-prompts/3281	0	4	0%	1
https://www.curify-ai.com/ko/nano-banana-pro-prompts/1119	0	4	0%	1.75
https://www.curify-ai.com/fr/nano-banana-pro-prompts/1489	0	4	0%	2
https://www.curify-ai.com/en/nano-banana-pro-prompts/4134	0	4	0%	2.25
https://www.curify-ai.com/ja/nano-banana-pro-prompts/3217	0	4	0%	2.5
https://curify-ai.com/ko/nano-banana-pro-prompts/1119	0	4	0%	2.75
https://curify-ai.com/de/nano-banana-pro-prompts/845	0	4	0%	3
https://www.curify-ai.com/en/nano-banana-pro-prompts/4268	0	4	0%	3
https://www.curify-ai.com/es/nano-banana-pro-prompts/1787	0	4	0%	3
https://www.curify-ai.com/nano-template/template-mbti-animal	0	4	0%	3
https://www.curify-ai.com/de/nano-banana-pro-prompts/3950	0	4	0%	3.25
https://www.curify-ai.com/nano-template/mbti-generic/example/template-mbti-generic-breaking-bad-en-walter-white	0	4	0%	3.25
https://curify-ai.com/fr/nano-banana-pro-prompts/3876	0	4	0%	3.5
https://www.curify-ai.com/en/nano-banana-pro-prompts/1123	0	4	0%	3.75
https://www.curify-ai.com/en/nano-banana-pro-prompts/794	0	4	0%	3.75
https://www.curify-ai.com/es/blog	0	4	0%	3.75
https://curify-ai.com/de/nano-banana-pro-prompts/3249	0	4	0%	4
https://www.curify-ai.com/en/nano-banana-pro-prompts/2248	0	4	0%	4
https://www.curify-ai.com/en/nano-banana-pro-prompts/4289	0	4	0%	4
https://curify-ai.com/zh/nano-banana-pro-prompts/3484	0	4	0%	4.25
https://www.curify-ai.com/hi/nano-banana-pro-prompts/3411	0	4	0%	4.25
